,name,category,rating,price,currency,description
1962,"Littlemill 21 year old Second Release, 47%",Single Malt Scotch,85,207,$,"This is a distillery bottling from the now-demolished Lowland plant of Littlemill, near Glasgow, and the release consists of 4,550 bottles. There has been no chill filtration. Fresh pineapple and mango on the nose, inflated balloons, a hint of vanilla, and cocoa powder. Medium-bodied, with focused tropical fruits, ginger, and caramel. Lengthy in the finish, with gentle spice and milk chocolate-coated toffee. £130"
1963,"Darkness! (distilled at North British) 18 year old, 50.4%",Blended Malt Scotch Whisky,85,111,$,"This North British has been led astray; well, subjected to three months’ confinement in first-fill oloroso sherry wood. Such are the ways of Darkness! There’s a savory nose of peppered filet, mustard seed, and tarragon. Interesting, but not to everyone’s taste. The creamy texture consists of evaporated milk, strong caramel, dark toffee, and black currant granola, though that savory character persists. Water pumps up the cream, raspberry, and cereal notes until it sees daylight, becoming almost a breakfast whisky. £70"
1964,"Bruichladdich Octomore 7.2, 58.5%",Single Malt Scotch,85,191,$,"Also distilled in 2009, this is mid-gold in color and medium weight, with a mass of sage-like smoke. More cask influence than 7.1, with smoked coconut, and again a mix of sweet fruits and lemon behind this smoky lead. Oily and rich, but a little fragmented on the tongue; the elements are beginning to cohere to produce integrated complexity. Octomore in mellow mood, with smoked chestnut and a little farmyardy Pinot note. Another positive work in progress report. £125"
1965,"Bunnahabhain Ceobanach, 46.3%",Single Malt Scotch,85,70,$,"This is master blender Ian MacMillan’s interpretation of what Bunna’ would have tasted like when the distillery was founded in 1881. There’s light smoke, coming across like smoked halibut, a mineral edge, white fruits, and a freshness like a freshly starched shirt. Water brings out almond. On the palate, the smoke offers a slightly peppery, almost Talisker-esque kick. Light lemon and sweet fruits in the center. Though there’s no age statement, none of the whiskies are under 10 years. £46"
1966,"Glengoyne Teapot Dram (Batch #3), 59.4%",Single Malt Scotch,85,92,$,"Named in honor of the copper teapot from which distillery workers were ‘drammed’ until the 1970s, this distillery-exclusive bottling has been matured in first-fill oloroso sherry casks for an unspecified period. The nose is fruity and fragrant, with profound spicy sherry notes. Mouth-coating, with lots more sherry, plus prunes, drinking chocolate, and a little oak. Lingering in the finish, with drying sherry, light spice, and dark chocolate. A great dram for lovers of a true sherry monster! £60"
1967,"Wemyss Malts Peaches and Cream 1989 (distilled at Glen Garioch), 46%",Single Malt Scotch,85,133,$,"This 25 year old single cask bottling of Glen Garioch from Wemyss was one of a dozen released in late 2014. The hogshead in which maturation took place yielded 357 bottles. The nose gives apple, banana, vanilla fudge, nutmeg, and soft spices. Creamy and nutty on the palate, with a squeeze of lemon, soft toffee, and milk chocolate. The finish is medium in length, spicy and nutty, with cocoa powder and just a suggestion of smoke. £87"
1968,"Arran Malt Orkney Bere, 56.2%",Single Malt Scotch,85,95,$,"Isle of Arran Distillers has introduced a second edition of its Orkney Bere expression, made with an ancient variety of barley still cultivated in the Orkney Islands and aged in bourbon barrels. It is a cask strength 10 year old variant, and 4,890 bottles are available. The nose is quite oily, with ripe peaches and pineapple cubes, plus developing floral notes. Viscous and sweet on the palate, with tangerines, caramel, and rich spices. The finish is lengthy, with coconut and milk chocolate-coated caramel."
1969,"Jura 1984, 44%",Single Malt Scotch,85,"1,141",$,"This Jura expression was distilled in 1984 and matured in bourbon casks for 22 years before a further 6 years in Gonzalez Byass Matusalem sherry butts and 2 years in Amoroso and Apostoles oloroso sherry casks. The nose opens with beef gravy, soon followed by prunes, cherries, dark chocolate, and PX sherry. Full-bodied, rich and sweet on the palate, with lively spices, and more cherries, and chocolate. Long and fruity in the finish, with spicy sherry and licorice. £750"
1970,"Wemyss Malts Summer Fruit Cup 1998 (distilled at Auchentoshan), 46%",Single Malt Scotch,85,107,$,"This is the Lowlander among Wemyss Malts’ dozen single cask releases for the fall of 2014. Maturation took place in a bourbon barrel, which yielded 295 bottles. Tinned peaches in syrup, caramel, mild vanilla, and damp tweed on the nose. Medium-bodied and intensely fruity on the palate, with apricots, raspberries, and ginger. Fruit notes linger in the finish, with spicy milk chocolate. £70"
1971,"Douglas Laing Provenance (distilled at Dailuaine) 10 year old, 46%",Single Malt Scotch,85,66,$,"Dailuaine is a fascinating distillery and this has a fascinating nose, as it shows a heavy sulfury new make entering maturity and starting to pick up extra weight from the cask. There’s a glimpse of sweetness, a little fruit, but the dominant character is a savory meatiness (beef stock cubes). The palate shows dried mint and masses of this meaty/sweet interplay. Is it commercial? Probably not, but it tells a really important story. I like it a lot. £45"
1972,"The Exclusive Malts (distilled at Auchroisk) 11 year old 2003 (cask #9), 56.4%",Single Malt Scotch,85,110,$,"Most of Auchroisk's malt goes into Diageo’s J&B blended, so a single malt release is an uncommon treat. Aged in refill sherry casks, this whisky has a nutty, roasted malt nose. On the palate it’s soft and lush, with honeyed roasted malt, walnut, ginger, and salt. A spicy mid-palate leads to a dry finish that abandons a lot of the flavors established. A solid mix of flavors, but the finish shows why it's often used for blending. (U.S. only)"
1973,"Wemyss Malts Toffee Tuile (distilled at Aberfeldy) 1999, 46%",Single Malt Scotch,85,129,$,"Following on from another 1999 single cask Aberfeldy in the previous batch of Wemyss Malts’ releases, we have Toffee Tuile, matured in a hogshead. The nose is sweet and approachable, with tinned fruit cocktail, vanilla, malt, and fresh ginger. Tropical fruit, brittle toffee, hazelnuts, a hint of caramel, and more ginger on the nose. The finish is medium in length, fruity, and mildly spicy. (393 bottles) £88"
1974,"Oban 1999 Montilla Fino Finish Distillers Edition, 43%",Single Malt Scotch,85,110,$,"This vintage edition of Oban was distilled in 1999 and finished in montilla fino sherry casks, which lend a greater richness and complexity to the Oban house style without detracting from its essential characteristics. It was bottled in 2014. The nose is fragrant, with musky pineapple, and salted caramel. Silky on the palate, with Seville oranges, ginger nuts, and cloves, plus a faint suggestion of brine. Persistent orange and dry spice notes in the oaky, medium-length finish. £75"
1975,"Cù Bòcan Limited Edition Virgin Oak, 46%",Single Malt Scotch,85,73,$,"Cù Bòcan is the lightly-peated variant of Tomatin single malt, and while most Cù Bòcan is matured in a combination of sherry, bourbon, and virgin oak casks, this expression was exclusively aged in virgin oak. Fragrant on the nose, with lemon, lanolin, vanilla, poached pears, and peppery rye notes. Rich spice and vanilla on the palate, zesty and warming, with apple pie, and caramel. The finish is medium in length, with spiced fresh oak. (Worldwide except U.S.) £50"
1976,"Glenkinchie 2000 Amontillado Finish Distillers Edition, 43%",Single Malt Scotch,85,92,$,"Bottled in 2014, this expression of Glenkinchie was distilled in 2000 and finished in amontillado sherry casks. The amontillado gives a more rounded feel and greater profundity to the single malt. Peaches, apricots, almonds, and soft ginger on the nose, Smooth and balanced on the palate, gently spiced and nutty, with cherries, caramel, discreet sherry, and vanilla. The medium-length finish features vanilla and lingering, spicy Jaffa oranges, drying slowly to oak. £63"
1977,"The Lost Distilleries Blend (batch 6), 49.3%",Blended Scotch Whisky,85,512,$,"The sixth incarnation of Master of Malt’s cult blend of closed distillery whiskies contains Port Ellen, Brora, Mosstowie, Glenisla, Imperial, Caperdonich, and Glen Mhor with grain whisky from Port Dundas. Apples and sugar browning in a pan, smooth driftwood, and dairy fudge, but with the Glenisla it’s noticeably smokier than earlier batches. Sweet blancmange initially, before it soars to a tangy, spicy peak; the peat smoke backed by white pepper, ground ginger, peanuts, and florentines. Smokin’ liquid history. (534 bottles) £350"
1978,"Chivas Regal Extra, 40%, ",Blended Scotch Whisky,85,40,$,"A new oloroso-forward Chivas positioned to split between the 12 and 18 year olds? I got this. Refined and inviting nose of lemon pith, black fruits, and Kola Kubes. The velvety texture is wonderfully smooth, redolent of an apricot custard Danish, lime zest, raisin, currant, mixed peel, and walnut, with a growing bitter-lemon note. Quite unique finish, like sucking on lumpy Spanish lemons speckled with spices. (LA, NY, Miami, Chicago, Northern California, but will go national)"
1979,"The Lost Distillery Company Gerston (batch 2/1), 46%",Blended Scotch Whisky,85,65,$,"A pale primrose of a dram. Waxed lemon, salted butter pats, white peach, honey, and the wood smoke from green stems. A sip brings Highland toffee, honey, chocolate fudge, rich tart fruits, with dried apple, raisin, mixed peel, and a late appearance of malt, pepper, and smoke. It wraps up with a glossy, clingy finish, but it’s short. Experimenting with water nudges peanut brittle, pralines, and fudge to the surface. Overall, a very decent drop."
1980,"Duncan Taylor (distilled at Aultmore) 6 year old, 53.2%",Single Malt Scotch,85,85,$,"Remarkably rich color, indicative of a first-fill cask. A clean if hot nose with carpenter’s workbench, Comice pear, and lots of oak. Aultmore’s acidity comes through on the palate, with its zingy intensity cutting through the wood and achieving a certain balance. The palate shows a mix of fruit and wood sugars. Young certainly, but bottled at the right time given the intensity of the wood element. Water makes it more sappy and summery. Not hugely complex, but fun."
1981,"Glenfarclas 105, 60%",Single Malt Scotch,85,80,$,"Brimming with distillery character. Gentle malty notes come through initially, accompanied by apple core and classic ‘Farclas weight. The alcohol, though high, is not obtrusive. In time there’s some orange marmalade, and this bittersweet element helps to add another layer of complexity. Water brings out toffeed depth. Even neat it isn’t too hot, showing heft rather than bludgeoning power. In time there’s black cherry, chocolate, and a hint of smoke. Highly recommended."
